,Elements,Sum,Avg at%,St Dev
0,Fe %,55103.68722932681,4.074580857318085,0.4058248663693822
1,Mn %,104747.0,7.97890979369295,0.14832320199349328
2,Cr %,2832.0,0.18610516565420412,0.08550649126223661
3,C %,11125.0,0.8106877004755397,0.11390204464480126
4,Ni %,570952.0,43.8910889591646,0.49746432291530523
5,Al %,506982.6423308317,38.9239658963094,0.35740711012100224
6,Cu %,53471.0,4.078049353186894,0.09584516388578822
